Id,SalePrice
1461,130034.75538913427
1462,164880.06854878535
1463,177496.72396585235
1464,190499.05197690392
1465,196801.55841404488
1466,174963.51607131638
1467,173115.59176692567
1468,169105.3038518028
1469,183115.8817501314
1470,124900.38487657082
1471,200425.72635760705
1472,92634.1536916055
1473,107968.48382827612
1474,152347.55191293854
1475,118956.81433357741
1476,389093.02766216494
1477,248091.26423408987
1478,290981.26174885046
1479,283711.5136132153
1480,579249.0184535093
1481,324797.2838833965
1482,204375.2800044444
1483,176985.2489977628
1484,169542.62385626207
1485,180055.91720310302
1486,190618.70503070563
1487,347940.83910948853
1488,233483.35846920073
1489,192765.9584858532
1490,231181.90259708272
1491,191981.6703144136
1492,96141.0752782381
1493,177157.81512660245
1494,290837.3994815743
1495,286527.4865649378
1496,231601.24003240064
1497,187615.9479645927
1498,161099.07723020206
1499,153093.75663048352
1500,150690.13949783362
1501,178129.56106849632
1502,151366.72149781592
1503,274532.42168404354
1504,232676.3124822105
1505,218840.72471368144
1506,180786.81873035594
1507,257690.86716289475
1508,206114.55874915104
1509,155988.17165556684
1510,145146.8118390441
1511,151650.9139369769
1512,173831.94591030525
1513,143370.7456606584
1514,158123.31359127958
1515,195325.22538021544
1516,149763.73632739246
1517,157015.05210585205
1518,130395.42060133761
1519,220607.80563437485
1520,138866.67969666576
1521,137812.56977857903
1522,171911.49480165893
1523,119080.66142990507
1524,125352.132458557
1525,125297.24227322257
1526,118844.20714276076
1527,104743.28883941502
1528,132344.03794561603
1529,148025.0092249178
1530,168967.9080684954
1531,111012.99446202669
1532,105969.49319559288
1533,150037.37000529116
1534,124128.4809749546
1535,149613.15651446805
1536,110239.50385342544
1537,78655.52145763485
1538,148561.77269489472
1539,192015.27921495913
1540,88289.19937785027
1541,138866.67969666576
1542,140545.60614243464
1543,203721.72575314538
1544,82129.72648680904
1545,89568.37900538817
1546,129790.3868384844
1547,136467.46975419112
1548,129903.53396329124
1549,113800.26738697266
1550,136127.27688211517
1551,109450.13027022491
1552,141423.04625684558
1553,142214.8322329449
1554,121746.96454003682
1555,167607.408040902
1556,87234.26715104333
1557,101128.38554443313
1558,96557.39200737698
1559,83128.94294901863
1560,138954.394433805
1561,124072.7243174195
1562,130668.00894899727
1563,119592.80042193951
1564,164202.8220994346
1565,146607.81450811907
1566,225830.50093230553
1567,79153.806652202
1568,236432.20862838186
1569,140437.60322444193
1570,140400.15239818592
1571,124956.68971098856
1572,146513.115264871
1573,230910.37559090892
1574,110691.43939626295
1575,219507.55417164625
1576,229033.80407767658
1577,186199.15192024683
1578,140742.2242948456
1579,141242.50393694098
1580,188920.38429172608
1581,146899.03233144633
1582,128155.17496672369
1583,323197.7745434637
1584,234849.92072146977
1585,143370.7456606584
1586,70353.42211751401
1587,97828.01329234171
1588,147352.46961684033
1589,105503.95165379075
1590,136915.68821969244
1591,95660.90671856019
1592,133336.90052538834
1593,121509.61698514539
1594,127912.47506436569
1595,112712.48616605783
1596,237331.96004093296
1597,189965.91068480807
1598,199894.3777600613
1599,167427.02917577518
1600,170471.30898866043
1601,61767.39440078039
1602,120637.10054420347
1603,69542.18712106146
1604,271838.4412600063
1605,243418.6625308592
1606,165993.4155092275
1607,155911.27753990822
1608,217947.8870607661
1609,189358.61528026688
1610,155360.26522053758
1611,140917.8364201998
1612,173614.05134354986
1613,169591.4833769155
1614,121367.0171872294
1615,86444.73134693468
1616,77850.40312332196
1617,93825.65542359374
1618,127502.32344631125
1619,141615.74143296675
1620,151946.13338309427
1621,139277.5780853733
1622,142638.81266697237
1623,266704.9310114646
1624,224617.42933897767
1625,120743.59977334015
1626,167566.23327955644
1627,189693.02763394098
1628,271252.2462214437
1629,177126.05096812014
1630,395747.9515108613
1631,209978.1284997965
1632,240946.89874446072
1633,173008.44663968123
1634,182147.9279540599
1635,177355.41767547274
1636,165234.95335736178
1637,197001.6811075845
1638,201267.05001393665
1639,181535.68514568408
1640,255111.52422894788
1641,174029.138131773
1642,233844.04406325548
1643,228022.0326118367
1644,226540.74146327525
1645,206691.8645780674
1646,157534.5467109027
1647,150563.75974487327
1648,133851.21444943355
1649,138399.46592150486
1650,117768.4675355184
1651,117803.07962949874
1652,96155.6482799556
1653,97861.9947647517
1654,149139.22279878164
1655,142294.5113857977
1656,146841.81048067767
1657,154844.31958578073
1658,146344.09916424545
1659,128354.9445301164
1660,157214.722249576
1661,524491.3472458826
1662,405477.18290430395
1663,367480.14869595406
1664,577880.3057283004
1665,305495.349140548
1666,325610.4415936978
1667,387655.4632349968
1668,339532.4021497857
1669,292265.07547889865
1670,340170.54351171385
1671,269575.8086337488
1672,477192.67448910436
1673,292876.56462071586
1674,244235.83541529707
1675,199109.38398449574
1676,191455.3052550901
1677,214973.3255220476
1678,526959.1669657251
1679,401386.57163124206
1680,354103.9488608315
1681,239633.040536925
1682,306517.61329648434
1683,186085.2099443016
1684,175459.37598906047
1685,173405.33200936113
1686,172978.9877052177
1687,172211.73705861229
1688,185220.9836599759
1689,189520.99648568372
1690,190807.86252004126
1691,180801.75604936972
1692,256515.8128209027
1693,171726.54784524417
1694,176632.9016979194
1695,169233.19551993813
1696,274532.42168404354
1697,170259.075790098
1698,368326.13976922905
1699,333327.5131333872
1700,255945.2369643002
1701,268485.5736914625
1702,251710.66987826626
1703,247967.54156051186
1704,278979.66367619764
1705,229585.48449349342
1706,365832.2123659776
1707,213507.1442254585
1708,211860.47768824812
1709,268504.57286634855
1710,214962.52840478515
1711,261559.80511692745
1712,219303.7810335867
1713,270873.733637313
1714,219079.83177671724
1715,199238.12343519783
1716,176309.15830054795
1717,167583.89609435244
1718,131040.57724810575
1719,201964.2442051623
1720,242479.98632981774
1721,165815.12165022307
1722,121457.87986544249
1723,150614.12124469542
1724,215160.92584966525
1725,237584.21763920787
1726,190138.0182833267
1727,167901.17576212852
1728,174955.78870457123
1729,161643.5641502196
1730,155296.70669729568
1731,121403.15156392535
1732,131242.82890268197
1733,120587.36941085286
1734,122885.86338389476
1735,136933.14991243577
1736,117326.2160764877
1737,314953.85988328204
1738,233771.36234166645
1739,264583.50260676915
1740,226249.70370191094
1741,190525.2004397202
1742,173870.72884315663
1743,175539.07728605485
1744,289507.84825007146
1745,225782.51814358754
1746,184611.48698932581
1747,225559.61383453556
1748,225828.1630527425
1749,150803.99791434675
1750,135916.2102477931
1751,243469.8565737698
1752,120901.62592523954
1753,143837.77180803477
1754,186085.2099443016
1755,169590.3947253663
1756,123359.00655917784
1757,120713.66740673067
1758,146758.7643393548
1759,166031.7504304611
1760,163366.1092559085
1761,141190.0059928779
1762,175969.1703723017
1763,173317.8741643291
1764,117976.25368653472
1765,163065.44023727477
1766,190738.22553199285
1767,234651.8156910338
1768,144413.3645168001
1769,163100.2530672503
1770,148748.10302411293
1771,136681.61462820566
1772,139896.84126193638
1773,137022.25015603114
1774,136295.15507107187
1775,138908.70628428223
1776,121893.40503131025
1777,116791.40892696708
1778,136363.55581833326
1779,113450.8798589304
1780,166824.63441178497
1781,133457.29451347198
1782,91024.32862019255
1783,142195.82160729778
1784,98760.48676307486
1785,122794.74717512465
1786,149193.5739906443
1787,167582.61686027277
1788,57236.37272640096
1789,107994.40348075808
1790,80069.48293597749
1791,171650.22055219678
1792,157388.86604321594
1793,134822.62478765185
1794,147688.9386704464
1795,135613.63695427825
1796,121431.24231649355
1797,118675.56301270492
1798,126840.25736246955
1799,110573.13572443978
1800,127424.56096145186
1801,129432.7736410074
1802,132779.2155513042
1803,153185.87074581336
1804,146937.70140845823
1805,137702.53469600118
1806,115608.94984975242
1807,120377.92094778949
1808,118290.53658873656
1809,125543.4879524146
1810,138866.67969666576
1811,102825.14937693156
1812,106435.04927345618
1813,122314.8860621143
1814,91680.892457637
1815,53319.504673704425
1816,95904.06715618014
1817,114835.3435603641
1818,140839.1795241847
1819,128536.14232492525
1820,60771.120004165365
1821,108354.56169418599
1822,152860.8735424211
1823,42649.78765093794
1824,129410.96898265903
1825,137803.71633166063
1826,107082.94733824559
1827,106335.79294914303
1828,126916.15798229567
1829,98966.46022872782
1830,133648.5029851691
1831,151358.64970132243
1832,78921.77886167217
1833,137887.76734425515
1834,125449.07836252042
1835,125143.62346596703
1836,128354.9445301164
1837,93787.2429608001
1838,125297.83890420014
1839,82036.3038352709
1840,148815.9513488413
1841,138479.71560720218
1842,88269.7612892909
1843,140696.7725546057
1844,141798.46678503856
1845,146030.49021534162
1846,156205.75034624373
1847,166189.22633870164
1848,55017.69962651365
1849,106517.14392914355
1850,122456.45608574087
1851,151450.96381621095
1852,126083.63129717641
1853,136932.41627676506
1854,167700.22088579633
1855,149193.5739906443
1856,229171.4532886013
1857,147627.09705046267
1858,141072.10544729745
1859,120682.71032034938
1860,155728.94182933267
1861,121908.24914779891
1862,296843.41910208575
1863,277476.7182467644
1864,277476.7182467644
1865,326045.0200831916
1866,330277.1848160735
1867,238073.230234654
1868,296064.6940473575
1869,199196.62657075882
1870,226963.42660571611
1871,252611.1791304639
1872,174256.15739577237
1873,245196.05051705675
1874,147515.27295744274
1875,208152.62154454493
1876,194961.52707702378
1877,213507.1442254585
1878,194380.2928551418
1879,133202.27273146342
1880,137293.18896905056
1881,258405.70619229242
1882,242830.43597589686
1883,194162.65664081022
1884,211472.26442963604
1885,241831.95609691177
1886,289308.55688005517
1887,211754.89678392687
1888,279113.71703837515
1889,170760.46851514225
1890,118313.07781381116
1891,134869.78762971304
1892,105650.80897663822
1893,131447.62232314353
1894,126841.92088090547
1895,142691.08232773698
1896,123733.56643196128
1897,126149.74956166453
1898,115147.14052511819
1899,145273.21916767475
1900,135674.98662869274
1901,166037.86200679446
