Id,SalePrice
1461,114212.9365
1462,158545.7768
1463,165382.3663
1464,192276.4922
1465,185321.1358
1466,170118.0198
1467,189014.1155
1468,165779.4339
1469,189764.3959
1470,117344.8141
1471,188037.0328
1472,105369.5261
1473,98346.86611
1474,147849.2331
1475,119084.3764
1476,342079.765
1477,237224.9239
1478,289111.3529
1479,278721.6416
1480,463860.5239
1481,300926.347
1482,202491.7028
1483,172815.9156
1484,165877.8609
1485,198024.6276
1486,198880.0334
1487,310094.3412
1488,230940.9327
1489,181354.6127
1490,225596.5203
1491,197579.1319
1492,88436.77394
1493,198957.5989
1494,290240.5193
1495,273690.7488
1496,220473.8522
1497,170452.6199
1498,162759.9807
1499,161570.9867
1500,159228.1794
1501,165714.8624
1502,154536.4717
1503,285466.5633
1504,244852.4917
1505,223022.4328
1506,197979.0959
1507,240196.4428
1508,195667.7528
1509,155575.3181
1510,136166.3949
1511,148679.8502
1512,175493.6984
1513,154659.2314
1514,142788.7383
1515,185401.8117
1516,151735.3587
1517,158795.0968
1518,132699.7598
1519,206926.1504
1520,127008.6482
1521,120147.6402
1522,182199.5753
1523,102420.9957
1524,119757.8477
1525,110026.1028
1526,100527.7791
1527,102706.3169
1528,147738.7121
1529,135787.5713
1530,196563.2804
1531,119734.3939
1532,106741.8223
1533,157083.8018
1534,131770.5362
1535,146018.4845
1536,113451.0139
1537,60100.56818
1538,136437.0795
1539,199965.8472
1540,88421.9312
1541,134466.0253
1542,132671.2251
1543,160902.4609
1544,90338.72881
1545,108761.2576
1546,139417.199
1547,129312.9325
1548,128782.9295
1549,114035.8971
1550,127229.7588
1551,122816.7105
1552,128731.8013
1553,134212.7381
1554,120472.0742
1555,154577.8169
1556,85254.4653
1557,89223.93034
1558,106997.7686
1559,74290.46042
1560,134206.0984
1561,116690.9915
1562,135925.4595
1563,117652.619
1564,154570.9437
1565,132380.5024
1566,229587.499
1567,80696.54753
1568,231369.6208
1569,119367.783
1570,148473.6135
1571,114878.07
1572,140328.1429
1573,224463.1341
1574,115115.2045
1575,220782.4686
1576,256026.3126
1577,181349.2512
1578,140048.904
1579,129929.7517
1580,197140.3022
1581,160601.5021
1582,128174.6257
1583,297579.7101
1584,218900.5101
1585,144693.0324
1586,70764.5943
1587,103752.3314
1588,146889.0109
1589,93258.00093
1590,138182.0407
1591,90052.82555
1592,115787.6492
1593,134049.0029
1594,127200.2926
1595,102127.2141
1596,198558.2145
1597,158973.3278
1598,198469.0456
1599,176573.9602
1600,175541.4457
1601,68926.20303
1602,117702.518
1603,77363.32363
1604,258082.104
1605,250831.5873
1606,169095.9198
1607,182282.5429
1608,227652.1689
1609,182235.4603
1610,148425.8501
1611,132383.1852
1612,170088.7181
1613,168494.9939
1614,140402.1862
1615,98564.89206
1616,82313.44734
1617,96946.83686
1618,120263.5821
1619,145722.4502
1620,154398.1821
1621,130126.0985
1622,153470.7305
1623,267488.6587
1624,208016.4858
1625,114981.0315
1626,174478.8153
1627,185529.9797
1628,279473.6024
1629,170435.3897
1630,311292.3225
1631,215791.1328
1632,218682.9591
1633,177754.5919
1634,185822.2206
1635,185082.0546
1636,160270.1328
1637,198780.1036
1638,194377.1344
1639,179722.4392
1640,260685.5754
1641,176493.4226
1642,236528.9412
1643,222730.0671
1644,226145.4881
1645,243637.1478
1646,168027.5326
1647,164330.5659
1648,130359.0542
1649,148973.7051
1650,111148.1225
1651,120363.1771
1652,110821.2362
1653,110881.6271
1654,141482.8207
1655,146636.9514
1656,141285.5902
1657,144735.7987
1658,144030.3179
1659,122946.9821
1660,149342.6818
1661,448038.1191
1662,359514.4018
1663,358204.5377
1664,490738.7211
1665,295612.0239
1666,305872.7402
1667,352479.6386
1668,338708.8733
1669,294429.4216
1670,333826.9593
1671,255637.8637
1672,415443.2665
1673,289604.4829
1674,243247.4868
1675,185586.6743
1676,189831.753
1677,202474.7097
1678,426262.8732
1679,349422.188
1680,295667.8138
1681,231466.1763
1682,291538.6106
1683,178145.8736
1684,187942.4616
1685,183788.0888
1686,173955.0575
1687,181136.994
1688,196450.7907
1689,203840.9139
1690,213930.0676
1691,202208.967
1692,275696.3757
1693,179664.1949
1694,185406.0553
1695,167474.6193
1696,277316.9286
1697,172962.536
1698,328980.7785
1699,337469.0998
1700,240316.4196
1701,267509.0992
1702,247741.2279
1703,250322.9696
1704,277779.6757
1705,248961.7
1706,384554.0768
1707,205036.4352
1708,199630.2531
1709,272846.5677
